feedexportid,Year,HS_ITEM,TYPE,COUNTRY,QUANTITY_KG,PORT_VALUE,Unit_Value,DESCRIPTION
286,2004,23099060,EXPORTS,DOMINICA,97376,94972,0.9753,OTHER ANIMAL FEED
287,2004,23099060,EXPORTS,ANTIGUA AND BARBUDA,48827,46084,0.9438,OTHER ANIMAL FEED
288,2004,23099060,EXPORTS,BRITISH VIRGIN ISLANDS,16600,19755,1.1901,OTHER ANIMAL FEED
289,2004,23099060,EXPORTS,GRENADA,4740,12635,2.6656,OTHER ANIMAL FEED
290,2004,23099060,EXPORTS,GUYANA,2700,3043,1.127,OTHER ANIMAL FEED
291,2004,23099060,EXPORTS,SURINAME,2238,2464,1.101,OTHER ANIMAL FEED
292,2004,23099060,EXPORTS,ST. KITTS AND NEVIS,1575,1731,1.099,OTHER ANIMAL FEED
293,2005,23099060,EXPORTS,BARBADOS,257668,272286,1.0567,OTHER ANIMAL FEED COMPLETE, PREPARED
294,2005,23099060,EXPORTS,ARUBA,224775,237248,1.0555,OTHER ANIMAL FEED COMPLETE, PREPARED
295,2005,23099060,EXPORTS,ST. LUCIA,68680,113559,1.6535,OTHER ANIMAL FEED COMPLETE, PREPARED
296,2005,23099060,EXPORTS,DOMINICA,93508,99368,1.0627,OTHER ANIMAL FEED COMPLETE, PREPARED
297,2005,23099060,EXPORTS,ANTIGUA AND BARBUDA,78515,85297,1.0864,OTHER ANIMAL FEED COMPLETE, PREPARED
298,2005,23099060,EXPORTS,NETHERLANDS ANTILLES,54002,59315,1.0984,OTHER ANIMAL FEED COMPLETE, PREPARED
299,2005,23099060,EXPORTS,ST. KITTS AND NEVIS,16088,17697,1.1,OTHER ANIMAL FEED COMPLETE, PREPARED
300,2005,23099060,EXPORTS,BRITISH VIRGIN ISLANDS,11238,15710,1.3979,OTHER ANIMAL FEED COMPLETE, PREPARED
301,2005,23099060,EXPORTS,GRENADA,940,13028,13.8596,OTHER ANIMAL FEED COMPLETE, PREPARED
302,2005,23099060,EXPORTS,GUYANA,945,2484,2.6286,OTHER ANIMAL FEED COMPLETE, PREPARED
303,2005,23099060,EXPORTS,ST. VINCENT/GRENADINES,80,814,10.175,OTHER ANIMAL FEED COMPLETE, PREPARED
304,2005,23099060,EXPORTS,U. S. VIRGIN ISLANDS,450,522,1.16,OTHER ANIMAL FEED COMPLETE, PREPARED
305,2006,23099060,EXPORTS ,ARUBA,242370,270228,1.1149,OTHER ANIMAL
306,2006,23099060,EXPORTS ,BARBADOS,127226,147215,1.1571,OTHER ANIMAL
307,2006,23099060,EXPORTS ,DOMINICA,86730,98008,1.13,OTHER ANIMAL
308,2006,23099060,EXPORTS ,NETHERLAN,70171,85255,1.215,OTHER ANIMAL
309,2006,23099060,EXPORTS ,ANTIGUA AND BARBUDA,49280,59117,1.1996,OTHER ANIMAL
310,2006,23099060,EXPORTS ,SURINAME,29804,43102,1.4462,OTHER ANIMAL
311,2006,23099060,EXPORTS ,ST. LUCIA,22672,25575,1.128,OTHER ANIMAL
312,2006,23099060,EXPORTS ,ST. KITTS,9440,10953,1.1603,OTHER ANIMAL
313,2006,23099060,EXPORTS ,BRITISH VIRGIN ISLANDS,3490,9941,2.8484,OTHER ANIMAL
314,2006,23099060,EXPORTS ,GRENADA,45,3391,75.3556,OTHER ANIMAL
315,2006,23099060,EXPORTS ,SAO TOME,2670,3293,1.2333,OTHER ANIMAL
316,2006,23099060,EXPORTS ,U. S. VIRGIN ISLANDS,1575,1969,1.2502,OTHER ANIMAL
317,2006,23099060,EXPORTS ,ST. VINCENT/GRENADINES,660,761,1.153,OTHER ANIMAL
318,2006,23099060,EXPORTS ,GUYANA,100,360,3.6,OTHER ANIMAL
319,2007,23099060,EXPORTS,ARUBA,301000,423047,1.4055,OTHER ANIMAL FE
320,2007,23099060,EXPORTS,BARBADOS,189484,280101,1.4782,OTHER ANIMAL FE
321,2007,23099060,EXPORTS,DOMINICA,107360,160038,1.4907,OTHER ANIMAL FE
322,2007,23099060,EXPORTS,ANTIGUA AND BARBUDA,74586,120815,1.6198,OTHER ANIMAL FE
323,2007,23099060,EXPORTS,ST. LUCIA,51575,76620,1.4856,OTHER ANIMAL FE
324,2007,23099060,EXPORTS,SURINAME,19565,31530,1.6116,OTHER ANIMAL FE
325,2007,23099060,EXPORTS,GRENADA,8727,15058,1.7254,OTHER ANIMAL FE
326,2007,23099060,EXPORTS,NETHERLANDS,10245,14213,1.3873,OTHER ANIMAL FE
327,2007,23099060,EXPORTS,BRITISH VIRGIN ISLANDS,1010,1624,1.6079,OTHER ANIMAL FE
328,2007,23099060,EXPORTS,ST. VINCENT/GRENADINES,176,295,1.6761,OTHER ANIMAL FE
329,2008,23099060,EXPORTS,BARBADOS,297373,539423,1.814,OTHER ANIMAL FEED COMPLETE, PREPARED
330,2008,23099060,EXPORTS,ARUBA,291591,458540,1.5725,OTHER ANIMAL FEED COMPLETE, PREPARED
331,2008,23099060,EXPORTS,DOMINICA,167062,260124,1.5571,OTHER ANIMAL FEED COMPLETE, PREPARED
332,2008,23099060,EXPORTS,ANTIGUA AND BARBUDA,100720,169111,1.679,OTHER ANIMAL FEED COMPLETE, PREPARED
333,2008,23099060,EXPORTS,ST. LUCIA,61040,93527,1.5322,OTHER ANIMAL FEED COMPLETE, PREPARED
334,2008,23099060,EXPORTS,GRENADA,34473,57617,1.6714,OTHER ANIMAL FEED COMPLETE, PREPARED
335,2008,23099060,EXPORTS,NETHERLANDS ANTILLES,20251,34473,1.7023,OTHER ANIMAL FEED COMPLETE, PREPARED
336,2008,23099060,EXPORTS,U. S. VIRGIN ISLANDS,16800,24951,1.4852,OTHER ANIMAL FEED COMPLETE, PREPARED
337,2008,23099060,EXPORTS,BRITISH VIRGIN ISLANDS,5145,12261,2.3831,OTHER ANIMAL FEED COMPLETE, PREPARED
338,2008,23099060,EXPORTS,GUYANA,7270,8838,1.2157,OTHER ANIMAL FEED COMPLETE, PREPARED
339,2008,23099060,EXPORTS,BURUNDI,200,5000,25,OTHER ANIMAL FEED COMPLETE, PREPARED
340,2008,23099060,EXPORTS,SURINAME,1890,3151,1.6672,OTHER ANIMAL FEED COMPLETE, PREPARED
341,2008,23099060,EXPORTS,MONTSERRAT,900,1262,1.4022,OTHER ANIMAL FEED COMPLETE, PREPARED
342,2009,23099060,EXPORTS,BARBADOS,253011,559599,2.2118,OTHER ANIMAL FEED COMPLETE, PREPARED
343,2009,23099060,EXPORTS,ARUBA,177321,345235,1.9469,OTHER ANIMAL FEED COMPLETE, PREPARED
344,2009,23099060,EXPORTS,DOMINICA,55301,113862,2.059,OTHER ANIMAL FEED COMPLETE, PREPARED
345,2009,23099060,EXPORTS,ST. LUCIA,22500,45657,2.0292,OTHER ANIMAL FEED COMPLETE, PREPARED
346,2009,23099060,EXPORTS,SURINAME,6526,11423,1.7504,OTHER ANIMAL FEED COMPLETE, PREPARED
347,2009,23099060,EXPORTS,BRITISH VIRGIN ISLANDS,1345,2840,2.1115,OTHER ANIMAL FEED COMPLETE, PREPARED
348,2010,23099060,EXPORTS,BARBADOS,139255,296432,2.1287,OTHER ANIMAL FEED COMPLETE, PREPARED
349,2010,23099060,EXPORTS,ARUBA,58500,120508,2.06,OTHER ANIMAL FEED COMPLETE, PREPARED
350,2010,23099060,EXPORTS,ST. LUCIA,33138,68379,2.0635,OTHER ANIMAL FEED COMPLETE, PREPARED
351,2010,23099060,EXPORTS,DOMINICA,27192,56790,2.0885,OTHER ANIMAL FEED COMPLETE, PREPARED
352,2010,23099060,EXPORTS,SURINAME,3713,6974,1.8783,OTHER ANIMAL FEED COMPLETE, PREPARED
353,2010,23099060,EXPORTS,GUYANA,2000,3042,1.521,OTHER ANIMAL FEED COMPLETE, PREPARED
354,2010,23099060,EXPORTS,ST. KITTS AND NEVIS,48,2141,44.6042,OTHER ANIMAL FEED COMPLETE, PREPARED
355,2011,23099060,EXPORTS,BARBADOS,93313,220870.83,,OTHER ANIMAL FEED
356,2011,23099060,EXPORTS,DOMINICA,1575,3286,,OTHER ANIMAL FEED
357,2011,23099060,EXPORTS,SURINAME,1575,4539,,OTHER ANIMAL FEED
358,2012,23099060,EXPORTS,BARBADOS,563,1382,,OTHER ANIMAL FEED COMPLETE, PREPARED
359,2012,23099060,EXPORTS,GUYANA,810,2000,,OTHER ANIMAL FEED COMPLETE, PREPARED
360,2012,23099060,EXPORTS,SURINAME,60000,66556,,OTHER ANIMAL FEED COMPLETE, PREPARED
361,2012,23099060,EXPORTS,SURINAME,30000,33302,,OTHER ANIMAL FEED COMPLETE, PREPARED
362,2012,23099060,EXPORTS,ST. VINCENT/GRENADINES,742,1203,,OTHER ANIMAL FEED COMPLETE, PREPARED
363,2012,23099060,EXPORTS,BARBADOS,4925,11733,,OTHER ANIMAL FEED COMPLETE, PREPARED
364,2013,23099060,EXPORTS,GRENADA,225,493,,OTHER ANIMAL FEED COMPLETE, PREPARED
365,2013,23099060,EXPORTS,GUYANA,16797,32052,,OTHER ANIMAL FEED COMPLETE, PREPARED
366,2013,23099060,EXPORTS,JAMAICA,21000,28879,,OTHER ANIMAL FEED COMPLETE, PREPARED
367,2013,23099060,EXPORTS,SURINAME,147000,202597,,OTHER ANIMAL FEED COMPLETE, PREPARED
368,2003,23099090,EXPORTS,DOMINICA,29735,115706,3.8912,OTHER ANIMAL FEED
369,2003,23099090,EXPORTS,BARBADOS,58961,76959,1.3053,OTHER ANIMAL FEED
370,2003,23099090,EXPORTS,GUYANA,25745,41945,1.6292,OTHER ANIMAL FEED
371,2003,23099090,EXPORTS,ST. VINCENT/GRENADINES,180,23106,128.3667,OTHER ANIMAL FEED
372,2003,23099090,EXPORTS,GUADELOUPE,11250,22839,2.0301,OTHER ANIMAL FEED
373,2003,23099090,EXPORTS,ST. LUCIA,15727,22328,1.4197,OTHER ANIMAL FEED
374,2003,23099090,EXPORTS,ARUBA,5088,6617,1.3005,OTHER ANIMAL FEED
375,2003,23099090,EXPORTS,ANTIGUA AND BARBUDA,4050,5404,1.3343,OTHER ANIMAL FEED
376,2003,23099090,EXPORTS,ST. KITTS AND NEVIS,3623,4509,1.2445,OTHER ANIMAL FEED
377,2003,23099090,EXPORTS,MONTSERRAT,360,480,1.3333,OTHER ANIMAL FEED
378,2003,23099090,EXPORTS,BRITISH VIRGIN ISLANDS,45,134,2.9778,OTHER ANIMAL FEED
379,2004,23099090,EXPORTS,BARBADOS,111305,183299,1.6468,OTHER ANIMAL FEED
380,2004,23099090,EXPORTS,DOMINICA,56415,93830,1.6632,OTHER ANIMAL FEED
381,2004,23099090,EXPORTS,ANTIGUA AND BARBUDA,25094,32752,1.3052,OTHER ANIMAL FEED
382,2004,23099090,EXPORTS,GUYANA,12740,24996,1.962,OTHER ANIMAL FEED
383,2004,23099090,EXPORTS,GUADELOUPE,11250,22864,2.0324,OTHER ANIMAL FEED
384,2004,23099090,EXPORTS,ST. LUCIA,17104,21218,1.2405,OTHER ANIMAL FEED
385,2004,23099090,EXPORTS,ARUBA,5288,6596,1.2474,OTHER ANIMAL FEED
386,2004,23099090,EXPORTS,ST. VINCENT/GRENADINES,2145,5027,2.3436,OTHER ANIMAL FEED
387,2004,23099090,EXPORTS,ST. KITTS AND NEVIS,3398,4417,1.2999,OTHER ANIMAL FEED
388,2004,23099090,EXPORTS,BRITISH VIRGIN ISLANDS,250,420,1.68,OTHER ANIMAL FEED
389,2004,23099090,EXPORTS,SURINAME,225,280,1.2444,OTHER ANIMAL FEED
390,2004,23099090,EXPORTS,MONTSERRAT,23,29,1.2609,OTHER ANIMAL FEED
391,2005,23099090,EXPORTS,BARBADOS,99877,158670,1.5887,OTHER ANIMAL FEED PREPARATIONS
392,2005,23099090,EXPORTS,DOMINICA,44710,84615,1.8925,OTHER ANIMAL FEED PREPARATIONS
393,2005,23099090,EXPORTS,ST. LUCIA,24152,47269,1.9571,OTHER ANIMAL FEED PREPARATIONS
394,2005,23099090,EXPORTS,ANTIGUA AND BARBUDA,14872,23824,1.6019,OTHER ANIMAL FEED PREPARATIONS
395,2005,23099090,EXPORTS,GUYANA,7526,11788,1.5663,OTHER ANIMAL FEED PREPARATIONS
396,2005,23099090,EXPORTS,GRENADA,110,9043,82.2091,OTHER ANIMAL FEED PREPARATIONS
397,2005,23099090,EXPORTS,ARUBA,3375,6532,1.9354,OTHER ANIMAL FEED PREPARATIONS
398,2005,23099090,EXPORTS,ST. KITTS AND NEVIS,1734,4172,2.406,OTHER ANIMAL FEED PREPARATIONS
399,2005,23099090,EXPORTS,NETHERLANDS ANTILLES,1756,2653,1.5108,OTHER ANIMAL FEED PREPARATIONS
400,2005,23099090,EXPORTS,ST. VINCENT/GRENADINES,811,1938,2.3896,OTHER ANIMAL FEED PREPARATIONS
401,2005,23099090,EXPORTS,MONTSERRAT,406,799,1.968,OTHER ANIMAL FEED PREPARATIONS
402,2005,23099090,EXPORTS,BRITISH VIRGIN ISLANDS,45,88,1.9556,OTHER ANIMAL FEED PREPARATIONS
403,2006,23099090,EXPORTS ,BARBADOS,75702,141412,1.868,OTHER ANIMAL
404,2006,23099090,EXPORTS ,GUYANA,45313,78289,1.7277,OTHER ANIMAL
405,2006,23099090,EXPORTS ,DOMINICA,26143,50542,1.9333,OTHER ANIMAL
406,2006,23099090,EXPORTS ,ANTIGUA AND BARBUDA,28977,44194,1.5251,OTHER ANIMAL
407,2006,23099090,EXPORTS ,SURINAME,16797,31633,1.8833,OTHER ANIMAL
408,2006,23099090,EXPORTS ,ST. LUCIA,9773,21619,2.2121,OTHER ANIMAL
409,2006,23099090,EXPORTS ,BRITISH VIRGIN ISLANDS,4945,12235,2.4742,OTHER ANIMAL
410,2006,23099090,EXPORTS ,NETHERLAN,7467,11177,1.4969,OTHER ANIMAL
411,2006,23099090,EXPORTS ,ST. KITTS,1333,3527,2.6459,OTHER ANIMAL
412,2006,23099090,EXPORTS ,ARUBA,1663,3321,1.997,OTHER ANIMAL
413,2007,23099090,EXPORTS,BARBADOS,56759,125373,2.2089,OTHER ANIMAL FE
414,2007,23099090,EXPORTS,GUYANA,37510,108766,2.8997,OTHER ANIMAL FE
415,2007,23099090,EXPORTS,DOMINICA,44445,93481,2.1033,OTHER ANIMAL FE
416,2007,23099090,EXPORTS,ANTIGUA AND BARBUDA,31571,69824,2.2116,OTHER ANIMAL FE
417,2007,23099090,EXPORTS,ST. LUCIA,26014,55993,2.1524,OTHER ANIMAL FE
418,2007,23099090,EXPORTS,SURINAME,18041,38958,2.1594,OTHER ANIMAL FE
419,2007,23099090,EXPORTS,NETHERLANDS,135,12064,89.363,OTHER ANIMAL FE
420,2007,23099090,EXPORTS,ST. KITTS AND NEVIS,811,2461,3.0345,OTHER ANIMAL FE
421,2007,23099090,EXPORTS,GRENADA,675,1350,2,OTHER ANIMAL FE
422,2007,23099090,EXPORTS,ARUBA,450,952,2.1156,OTHER ANIMAL FE
423,2008,23099090,EXPORTS,GUYANA,121270,414393,3.4171,OTHER ANIMAL FEED PREPARATIONS
424,2008,23099090,EXPORTS,DOMINICA,64971,145632,2.2415,OTHER ANIMAL FEED PREPARATIONS
425,2008,23099090,EXPORTS,BARBADOS,44076,110583,2.5089,OTHER ANIMAL FEED PREPARATIONS
426,2008,23099090,EXPORTS,ST. LUCIA,38930,88710,2.2787,OTHER ANIMAL FEED PREPARATIONS
427,2008,23099090,EXPORTS,ANTIGUA AND BARBUDA,20672,51859,2.5087,OTHER ANIMAL FEED PREPARATIONS
428,2008,23099090,EXPORTS,SURINAME,11181,27794,2.4858,OTHER ANIMAL FEED PREPARATIONS
429,2008,23099090,EXPORTS,ARUBA,1688,3831,2.2695,OTHER ANIMAL FEED PREPARATIONS
430,2008,23099090,EXPORTS,GRENADA,134,314,2.3433,OTHER ANIMAL FEED PREPARATIONS
431,2008,23099090,EXPORTS,ST. KITTS AND NEVIS,23,74,3.2174,OTHER ANIMAL FEED PREPARATIONS
432,2009,23099090,EXPORTS,GUYANA,34650,108972,3.1449,OTHER ANIMAL FEED PREPARATIONS
433,2009,23099090,EXPORTS,DOMINICA,42868,107667,2.5116,OTHER ANIMAL FEED PREPARATIONS
434,2009,23099090,EXPORTS,BARBADOS,27351,65605,2.3986,OTHER ANIMAL FEED PREPARATIONS
435,2009,23099090,EXPORTS,ARUBA,20250,35801,1.768,OTHER ANIMAL FEED PREPARATIONS
436,2009,23099090,EXPORTS,SURINAME,10575,26246,2.4819,OTHER ANIMAL FEED PREPARATIONS
437,2009,23099090,EXPORTS,ST. LUCIA,4500,10385,2.3078,OTHER ANIMAL FEED PREPARATIONS
438,2010,23099090,EXPORTS,GUYANA,220445,769458,3.4905,OTHER ANIMAL FEED PREPARATIONS
439,2010,23099090,EXPORTS,DOMINICA,44566,100905,2.2642,OTHER ANIMAL FEED PREPARATIONS
440,2010,23099090,EXPORTS,GERMANY,27945,97215,3.4788,OTHER ANIMAL FEED PREPARATIONS
441,2010,23099090,EXPORTS,SURINAME,20993,71104,3.387,OTHER ANIMAL FEED PREPARATIONS
442,2010,23099090,EXPORTS,BARBADOS,27197,65197,2.3972,OTHER ANIMAL FEED PREPARATIONS
443,2010,23099090,EXPORTS,ST. LUCIA,25091,57791,2.3033,OTHER ANIMAL FEED PREPARATIONS
444,2010,23099090,EXPORTS,ARUBA,27000,47803,1.7705,OTHER ANIMAL FEED PREPARATIONS
445,2010,23099090,EXPORTS,GRENADA,233,1239,5.3176,OTHER ANIMAL FEED PREPARATIONS
446,2011,23099090,EXPORTS,BARBADOS,52975,129196.34,,OTHER ANIMAL FEED
447,2011,23099090,EXPORTS,BRITISH VIRGIN ISLANDS,271,638.81,,OTHER ANIMAL FEED
448,2011,23099090,EXPORTS,DOMINICA,32325,92765.05,,OTHER ANIMAL FEED
449,2011,23099090,EXPORTS,GRENADA,773,2400,,OTHER ANIMAL FEED
450,2011,23099090,EXPORTS,GUYANA,40292,140680,,OTHER ANIMAL FEED
451,2011,23099090,EXPORTS,ST. KITTS AND NEVIS,1048,2468.31,,OTHER ANIMAL FEED
452,2011,23099090,EXPORTS,ST. LUCIA,2138,4172,,OTHER ANIMAL FEED
453,2011,23099090,EXPORTS,ST. VINCENT/GRENADINES,407,959.81,,OTHER ANIMAL FEED
454,2011,23099090,EXPORTS,SURINAME,8438,24402,,OTHER ANIMAL FEED
455,2012,23099090,EXPORTS,BARBADOS,15626,44311,,OTHER ANIMAL FEED PREPARATIONS
456,2012,23099090,EXPORTS,DOMINICA,26681,89228,,OTHER ANIMAL FEED PREPARATIONS
457,2012,23099090,EXPORTS,GRENADA,243,573,,OTHER ANIMAL FEED PREPARATIONS
458,2012,23099090,EXPORTS,GUYANA,45900,108509,,OTHER ANIMAL FEED PREPARATIONS
459,2012,23099090,EXPORTS,ST. VINCENT/GRENADINES,3436,8087,,OTHER ANIMAL FEED PREPARATIONS
460,2012,23099090,EXPORTS,SAINT MAARTEN,1973,4644,,OTHER ANIMAL FEED PREPARATIONS
461,2013,23099090,EXPORTS,BARBADOS,13752,32376,,OTHER ANIMAL FEED PREPARATIONS
462,2013,23099090,EXPORTS,DOMINICA,5850,22969,,OTHER ANIMAL FEED PREPARATIONS
463,2013,23099090,EXPORTS,GUYANA,168311,396247,,OTHER ANIMAL FEED PREPARATIONS
464,2013,23099090,EXPORTS,ST. VINCENT/GRENADINES,531,1250,,OTHER ANIMAL FEED PREPARATIONS
465,2013,23099090,EXPORTS,SURINAME,36673,86337,,OTHER ANIMAL FEED PREPARATIONS
466,2013,23099090,EXPORTS,US VIRGIN ISL,595,1400,,OTHER ANIMAL FEED PREPARATIONS
