feedimportid,Year,HS_ITEM,TYPE,COUNTRY,QUANTITY_KG,PORT_VALUE,Unit_Value,DESCRIPTION
218,2013,23099090,IMPORTS,CANADA,72343,453876,,OTHER ANIMAL FEED PREPARATIONS
219,2013,23099090,IMPORTS,CHINA,271080,1384147,,OTHER ANIMAL FEED PREPARATIONS
220,2013,23099090,IMPORTS,CUBA,1522,24782,,OTHER ANIMAL FEED PREPARATIONS
221,2013,23099090,IMPORTS,ECUADOR,92430,444131,,OTHER ANIMAL FEED PREPARATIONS
222,2013,23099090,IMPORTS,GREECE,409,44303,,OTHER ANIMAL FEED PREPARATIONS
223,2013,23099090,IMPORTS,JAMAICA,103929,1440821,,OTHER ANIMAL FEED PREPARATIONS
224,2013,23099090,IMPORTS,NETHERLANDS,1233684,25496083,,OTHER ANIMAL FEED PREPARATIONS
225,2013,23099090,IMPORTS,PUERTO RICO,785314,11781254,,OTHER ANIMAL FEED PREPARATIONS
226,2013,23099090,IMPORTS,SWITZERLAND,196,22640,,OTHER ANIMAL FEED PREPARATIONS
227,2013,23099090,IMPORTS,UNITED KINGDOM,18258,592674,,OTHER ANIMAL FEED PREPARATIONS
228,2013,23099090,IMPORTS,USA,55497522,178308278,,OTHER ANIMAL FEED PREPARATIONS
